"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.784700005632955,-0.856909987350316,-0.718823129563492,-0.801457017734219,-0.712037595782712,-0.839717114725665,0.00302325235932003,0.00384475047518905,0.00275402570851213,0.0425598031736983,161,100,15
"workerid",NA,NA,NA,NA,0.133754939815716,-0.798213220836905,-0.26609865900874,-0.737346502327148,-0.321716006949088,-0.877226693810371,0.274308477400476,0.144205984956751,0.00487204698188235,0.243923261754134,161,100,15
NA,0.260566819954443,-0.134843942560414,-0.25417063455846,-0.239026884335577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,100,15
"predicate_1",NA,NA,NA,NA,-0.626614754986332,-0.629094630297839,-0.760405768412034,-0.62961590096719,-0.764055748118785,-0.742959496075605,0.110507951819051,0.00766199238546539,0.0239555089479471,0.0030304029169259,121,100,15
"workerid",NA,NA,NA,NA,0.177352862925355,-0.933641303413227,-0.603037203421549,-0.866353437815323,-0.856982560977201,-0.697878828739345,0.343163929192221,0.1990305168867,0.00547220241601957,0.203570977484234,121,100,15
NA,0.197933638993119,0.0196004682880832,-0.0364007528070378,-0.0573175035893781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,100,15
"predicate_1",NA,NA,NA,NA,-0.769926083190769,-0.879734236238752,-0.833939842754803,-0.452481641881475,-0.457450020515277,-0.815405020077432,0.00272673528602765,0.168347343535695,0.151204466147299,0.0231887452652422,81,100,15
"workerid",NA,NA,NA,NA,0.113054776139738,-0.781573496266535,-0.503632786134214,-0.706492570907402,-0.783292315973579,-0.778262724451672,0.356935588269241,0.382893544871769,0.00386929318502646,0.224440889796529,81,100,15
NA,0.208188453421935,0.0562744178342821,-0.178967961791248,-0.0928689517544052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,100,15
"predicate_1",NA,NA,NA,NA,-0.718810335478587,-0.831105139905181,-0.727692070464207,-0.775206847011469,-0.55115109639567,-0.74898300784183,0.00358946228260884,0.0452479965525911,0.00274860285305591,0.0217158006229798,41,100,15
"workerid",NA,NA,NA,NA,-0.0436093195749346,-0.324026767337814,-0.655749766520424,-0.221465990813218,-0.314648370241676,-0.109134367161844,0.220057087661839,0.13461769019379,0.117780207570344,0.622936739693294,41,100,15
NA,0.183997419796235,0.276623921121839,-0.0453677858308167,-0.208797476140744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,100,15
"predicate_1",NA,NA,NA,NA,-0.440769771837008,-0.941895568307723,-0.746933762441679,-0.75514878092449,-0.784946389828521,-0.831540992519009,0.0874531132267203,0.0319358531357614,0.00941662243164024,0.00516420133608133,162,100,15
"workerid",NA,NA,NA,NA,0.089393017797169,-0.566947071342526,-0.648410139085017,-0.507876482167638,-0.758403165089723,-0.867061430621911,0.283834473966605,0.0962497548086266,0.00802985395733706,0.372801628898641,162,100,15
NA,-0.0158205848112074,0.12950948876949,0.0521170697224966,-0.0992609924000322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,100,15
"predicate_1",NA,NA,NA,NA,-0.771120026218687,-0.868602618268709,-0.893485725550843,-0.725513477143777,-0.840656303744137,-0.831855114680935,0.0018478451841817,0.163026221203979,0.00678458908725612,0.0073085204037679,82,100,15
"workerid",NA,NA,NA,NA,0.0121113060459166,-0.81336559587165,-0.559252669839095,-0.78090559048557,-0.846182567596521,-0.746451288389856,0.3732445641735,0.100005388610548,0.00440913750269312,0.258046069539466,82,100,15
NA,0.220206707122086,-0.154393682735735,-0.164220040775218,-0.0954573693388664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,100,15
