"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.551074254318766,-0.900246452137233,-0.56354428437673,-0.809683014191971,-0.602383026986579,-0.862099032973739,0.0735248375328753,0.0144720357858039,0.0268903114930645,0.00507179972641327,121,300,15
"workerid",NA,NA,NA,NA,0.549698797801988,-0.0876860183987056,-0.364092476357787,0.160684363602154,-0.00854545024417626,0.013694730758355,0.25245648826851,0.363439997977558,0.101509929172172,0.475509140679307,121,300,15
NA,0.150592309129723,0.22974356115942,0.12325820738712,0.0937585696990933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,300,15
"predicate_1",NA,NA,NA,NA,-0.843330962095708,-0.825597236042922,-0.86077808098155,-0.654600788566619,-0.63020208314373,-0.921153300534948,0.0010206783143094,0.00627313358354781,0.0257585020061108,0.180655434518245,122,300,15
"workerid",NA,NA,NA,NA,0.454087752094819,-0.897168336597326,-0.380079800601678,-0.805475566531934,-0.580034914220243,-0.781691793114831,0.278823838778198,0.344068313178582,0.00356341107687005,0.207728276063352,122,300,15
NA,0.132227919506112,0.204719680320251,0.0371260616461832,-0.0423211785734463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,300,15
"predicate_1",NA,NA,NA,NA,-0.421017160977484,-0.757520158643327,-0.673246173757954,-0.689384878354614,-0.95174921574603,-0.84084896576098,0.116870583291977,0.103742028513026,0.00199724829446957,0.145032205442055,41,300,15
"workerid",NA,NA,NA,NA,0.413284664231792,-0.66774117359176,-0.24319608902373,-0.536338162056263,-0.479805022055605,-0.92631066631491,0.29050328337101,0.262989240483852,0.01794933009899,0.412720854502596,41,300,15
NA,0.192549079188879,0.151186672222147,-0.0366638301679638,-0.218656247799657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,300,15
"predicate_1",NA,NA,NA,NA,-0.414588771628052,-0.765450399609178,-0.753520459681867,-0.759560459186383,-0.585658916244528,-0.80792283439096,0.00585401213581567,0.26656692184589,0.00680590135392126,0.0054825914001175,42,300,15
"workerid",NA,NA,NA,NA,0.148323190810129,-0.453974819781264,-0.818443569695534,-0.599892027615526,-0.503317726569633,-0.81299858370009,0.406838705187679,0.181914496666337,0.00503122050480515,0.401813092448715,42,300,15
NA,0.265065759610906,0.00326253665117586,-0.07172201399074,0.0147058476082349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,300,15
"predicate_1",NA,NA,NA,NA,-0.162889292411678,-0.742217502365858,-0.649450605347261,-0.729663539106385,-0.467352397143535,-0.805985765913388,0.0654365337127421,0.0726048336707365,0.00259018735188362,0.0135678999698241,43,300,15
"workerid",NA,NA,NA,NA,0.313484733418165,-0.701922885242952,-0.644085833711077,-0.717847013730623,-0.376864147066005,-0.51389818649863,0.348816364297433,0.151614526645893,0.00890033562438222,0.484499250634709,43,300,15
NA,0.168768984631909,0.201159767490624,-0.00368435465957882,0.153856256327743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,300,15
"predicate_1",NA,NA,NA,NA,-0.621436323238192,-0.884992295598365,-0.589565225774062,-0.85514877190075,-0.482415064494356,-0.747801144863598,0.0187907932166754,0.0573610513973278,0.0019537226494981,0.196771291703133,44,300,15
"workerid",NA,NA,NA,NA,0.506978233880123,-0.638756493278241,-0.601110501369375,-0.632699394204069,-0.643666283812231,-0.893699763120909,0.326742934562738,0.300823883299952,0.00478957074218742,0.407908405277898,44,300,15
NA,0.306342791847738,0.202483592701104,0.0193084861384475,-0.202284212605537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,300,15
"predicate_1",NA,NA,NA,NA,-0.371111857492569,-0.879749518420403,-0.791411931043489,-0.848891900639027,-0.762944534664086,-0.813831596610714,0.0888623068346915,0.0589418920352731,0.0184320183402584,0.00177014908477994,45,300,15
"workerid",NA,NA,NA,NA,-0.000663730670789155,-0.662334349137723,-0.360667044183682,-0.843189024257294,-0.39113439624437,-0.801862590904601,0.316758438962417,0.18531157006692,0.00681768829084057,0.343109323240082,45,300,15
NA,0.285814612592806,0.12476700353966,-0.033623385685498,0.0351587491217227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,300,15
"predicate_1",NA,NA,NA,NA,-0.451992046081516,-0.863044136337495,-0.760360946842828,-0.711364293736199,-0.846016908587611,-0.84098760963935,0.047463126336362,0.218068924747239,0.00314266056029093,0.00276510678094426,123,300,15
"workerid",NA,NA,NA,NA,0.357250474548295,-0.284066881022773,-0.389128754892937,-0.229551976214995,-0.47064890809342,-0.0395255237387406,0.294485842057816,0.341499540322478,0.245091653784961,0.247932262739304,123,300,15
NA,0.0921951247553957,0.256765207773483,0.212421009246836,0.120401243463484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,300,15
"predicate_1",NA,NA,NA,NA,-0.727125211653736,-0.777790528887903,-0.840272524029467,0.278414626003836,-0.79230600433222,-0.764929939748789,0.00343646343267332,0.173745316133168,0.103905966964631,0.00204466244845079,46,300,15
"workerid",NA,NA,NA,NA,0.479491280478434,-0.707123753282047,-0.406523789523963,-0.705004263253488,-0.75286120066833,-0.794673734515509,0.324977352018891,0.178696322689199,0.00214497262344341,0.319686700183779,46,300,15
NA,0.309974369064939,-0.0834789408022605,-0.136588557003474,0.000361749672431529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,300,15
"predicate_1",NA,NA,NA,NA,-0.735907681913642,-0.835442499315351,-0.746890838320952,-0.776812519853284,-0.808800691360857,-0.712620347824915,0.116125342063024,0.00215618299858807,0.00122858670411479,0.136850675562154,124,300,15
