"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.606985138229203,-0.568348033072596,-0.888722112682634,-0.623535750762289,-0.851018565831835,-0.878293821320542,0.0842335358283512,0.00477676794763376,0.0141101574847755,0.0137232993401874,1,250,18
"workerid",NA,NA,NA,NA,-0.113645523450321,-0.66332375930172,-0.451313955839467,-0.686669261752525,-0.910538204736051,-0.82741265340675,0.247940187915227,0.331604730005415,0.00384865728264033,0.152438191652622,1,250,18
NA,0.0516061849117963,0.201354290236961,0.0644591461489395,0.0306298329806037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,18
"predicate_1",NA,NA,NA,NA,-0.861331372849285,-0.864411638098629,-0.893537914170437,-0.755859235643028,-0.0722591579772121,-0.692597787711089,0.118352073816187,0.0471563784238847,0.00340150479887996,0.235678076723877,2,250,18
"workerid",NA,NA,NA,NA,0.518871749035587,-0.663832877236222,-0.5776236635441,-0.712407188334551,-0.330385191362095,-0.876091761282936,0.352923196661575,0.370233430027951,0.00425279021755556,0.457956729431582,2,250,18
NA,0.24149489318529,0.335023462241714,-0.0127751827251578,-0.0459001215522565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,250,18
"predicate_1",NA,NA,NA,NA,-0.478087951936043,-0.885884389253763,-0.678437895239351,-0.861467242240249,-0.72413213399711,-0.786637087296848,0.157920532198152,0.00677282748448121,0.00271646449792391,0.0851804458365405,3,250,18
"workerid",NA,NA,NA,NA,0.24759997670409,0.305714148542149,-0.420287837456313,0.273811837930985,-0.725875960003955,-0.469417813696194,0.276484974623204,0.263156707411139,0.252658421977693,0.45533604909952,3,250,18
NA,0.261698840028575,0.191792991385261,-0.0146230151368745,-0.186429837057808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,250,18
"predicate_1",NA,NA,NA,NA,-0.0650808144614241,-0.740558132922539,-0.656998174322973,-0.760083000895378,-0.479069556354776,-0.808928551896498,0.0673384782720269,0.176886405642727,0.00333513573489128,0.00581899905303384,4,250,18
"workerid",NA,NA,NA,NA,0.316823447583226,-0.717775089972843,-0.637948394601211,-0.699237520684954,-0.419080064868646,-0.72111049150474,0.320286721011129,0.387279719981262,0.00298780778839179,0.366248448197227,4,250,18
NA,0.245772479366898,-0.00915792539255389,-0.216227241751042,-0.0686172118215183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,250,18
"predicate_1",NA,NA,NA,NA,-0.887781329095638,-0.870069720878797,-0.796199371400755,0.195323456759939,-0.813638964928459,-0.826412740159581,0.00136295480098578,0.207300327076535,0.127848321003441,0.00977578206035326,5,250,18
"workerid",NA,NA,NA,NA,0.0633924220612136,-0.753389105020742,-0.474338963489764,-0.848710451375213,-0.693686471172959,-0.546907659473246,0.259558316913947,0.260080747110908,0.00557242555352927,0.42740485332043,5,250,18
NA,0.146642774703629,0.19808545356333,0.0468740154498073,-0.0556151309103624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,250,18
"predicate_1",NA,NA,NA,NA,-0.0421437009375877,-0.550112964057901,-0.480592887536435,-0.222911180217843,-0.648324393070741,-0.956334981878215,0.0487016921536549,0.177992581521206,0.126008958321509,0.160470103301935,21,250,18
"workerid",NA,NA,NA,NA,0.589996731153719,-0.327890185539823,-0.478522901136341,-0.196024230425268,-0.517335701057532,-0.618029403899065,0.24541406355142,0.456547275408991,0.0457326992882092,0.280963277867754,21,250,18
NA,0.0597691708940942,0.305429210013311,0.13296697660039,0.0123432791349255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,250,18
"predicate_1",NA,NA,NA,NA,-0.411923892647369,-0.774059898030177,-0.749243030331037,-0.648570206999934,-0.578752553010581,-0.774725828925167,0.0189143820238682,0.156805674704865,0.00253529289761303,0.0061148168073376,22,250,18
"workerid",NA,NA,NA,NA,0.215891185844391,-0.480846056370908,-0.748534066681983,-0.486790962861303,-0.903377862869252,-0.761360951258487,0.44647685635701,0.311675164816695,0.100916872009159,0.328106425886905,22,250,18
NA,0.258059394034309,-0.0202650762052465,-0.149154979650758,-0.0699263682173161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,250,18
"predicate_1",NA,NA,NA,NA,-0.701621631187961,-0.873065282464589,-0.750008183392854,-0.838749921749677,-0.847706958021884,-0.784428776078234,0.0181354442758921,0.00713232986658671,0.00189393421405681,0.00688535746001885,23,250,18
"workerid",NA,NA,NA,NA,0.219218234432112,-0.402378017312609,-0.407343189594582,-0.454065006671992,-0.423194791202542,-0.780129611143558,0.224083508988035,0.221282706308549,0.010084729701225,0.386964563315625,23,250,18
