"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants"
"workerid",NA,NA,NA,NA,0.0233889014684776,-0.942841402651278,-0.516143379238318,-0.890701221288103,-0.548860390752454,-0.297574263675004,0.309906342742436,0.160956591414511,0.0150995916251532,0.451609190054424,801,250
NA,0.175497317150977,0.202101433305306,-0.0553227719417973,-0.0682949576143435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,250
"predicate_1",NA,NA,NA,NA,-0.686889775263062,-0.82284481589527,-0.704529170288677,-0.036849103241194,-0.451297218575444,-0.78592003182164,0.00237866215520694,0.218820929305548,0.0556684253468387,0.116209252004598,9,250
"workerid",NA,NA,NA,NA,0.176049259999983,-0.647435080785798,-0.7592370104784,-0.725900146649665,-0.711548821277113,-0.661561528132506,0.371477015843607,0.154038999988275,0.00528376953262056,0.427647428685534,9,250
NA,0.111222397842462,-0.0175870965929358,0.0486191312045977,0.0638268143696955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,250
"predicate_1",NA,NA,NA,NA,-0.579231765566624,-0.719882267452757,-0.562139660936433,-0.702275338736588,-0.768230557398517,-0.757217263564484,0.0379278677717276,0.164526210874448,0.00320892150337388,0.0115229813226651,802,250
"workerid",NA,NA,NA,NA,0.20537515541851,-0.41492097006806,-0.599047661998689,-0.471083949840967,-0.946870109131491,-0.810137311987759,0.361093537856198,0.278406578857853,0.0196176014630054,0.462202071267877,802,250
NA,0.239337566353268,-0.0509374141548746,-0.0961651994965652,-0.1772561473007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,250
"predicate_1",NA,NA,NA,NA,-0.534445867898135,-0.598211122668084,-0.850357114045366,-0.634131565995896,-0.784285409816002,-0.813891960803036,0.0538704430021092,0.00747363596809157,0.0658651473313679,0.00221296690916862,10,250
"workerid",NA,NA,NA,NA,0.0579288384699171,-0.716075001740188,-0.612811206270942,-0.632476126112719,-0.463481755812,-0.682140072542807,0.254812522057515,0.218357393276142,0.00312680768547572,0.485599807694364,10,250
NA,0.14776074296276,0.123481212968156,-0.00589440197898018,0.0652408441393283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,250
"predicate_1",NA,NA,NA,NA,-0.477978619833223,-0.794758198551347,-0.661109309379146,-0.292807928011397,-0.921752339760829,-0.743652029288583,0.0563429285558715,0.0905156517919128,0.117475749855911,0.134262185780795,803,250
"workerid",NA,NA,NA,NA,0.405240924036479,-0.784124106504795,-0.416730833870268,-0.797257085788025,-0.888741736305723,-0.62546468518083,0.328626246884392,0.33782099683242,0.00242961536350938,0.403467995536677,803,250
NA,0.193624516404636,-0.0280069418450294,-0.07524264238305,-0.133905836283611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,250
"predicate_1",NA,NA,NA,NA,-0.499720974927404,-0.702772468674118,-0.808687895780553,-0.445806788825344,-0.0752074564163875,-0.583941797687311,0.00753363466055557,0.172424339867145,0.00623908394403674,0.145374714052759,11,250
"workerid",NA,NA,NA,NA,-0.194959187132464,-0.696119202428122,-0.466552786769555,-0.668611858954988,-0.212908159008616,-0.558922643882295,0.288742743799709,0.354988359548624,0.00394191361338915,0.444356057791312,11,250
NA,0.225871947934096,-0.0296485726253066,0.0235620908848653,0.0457361135903707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,250
"predicate_1",NA,NA,NA,NA,-0.737158655690909,-0.780958079294209,-0.846101683693265,-0.427539420832078,-0.804628511412524,-0.741337022034668,0.00158212988957609,0.135521126566594,0.00708802767534896,0.0038825857231521,804,250
"workerid",NA,NA,NA,NA,-0.416624383059115,-0.931714218243054,-0.555007158412298,-0.857811570871566,-0.679407939352785,-0.604735380903379,0.345574954724748,0.0139627399115971,0.0156880967332672,0.324876850200145,804,250
NA,0.242770183478585,-0.0765380938912043,-0.163108708753784,-0.0367464689238967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,250
"predicate_1",NA,NA,NA,NA,-0.839131378044257,-0.795297322281474,-0.923591645399274,-0.739227544396919,-0.619161316707627,-0.788175802845077,0.0755288773819862,0.00862204308819937,0.00229791070781271,0.0798498021526413,12,250
"workerid",NA,NA,NA,NA,0.0336509388802823,-0.783734965006521,-0.475102826054377,-0.637406674637928,-0.70593033148123,-0.812785645772571,0.293928144747402,0.344047869349145,0.00148032517313728,0.365918948113214,12,250
NA,0.201872176292165,0.0178938859375228,-0.143242703996434,-0.111933803567057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,250
"predicate_1",NA,NA,NA,NA,-0.374001692417322,-0.88467556842457,-0.864800217304409,-0.810505418270707,-0.737852929061342,-0.743846446369193,0.0520232754301739,0.0259723442781469,0.00226399896576494,0.0944538760791988,13,250
"workerid",NA,NA,NA,NA,0.0859621106832461,-0.236650759528912,-0.528578452356202,0.0256123212204862,-0.929644316523092,-0.913053856201925,0.371255083977587,0.180095403161371,0.0475838851340507,0.417743980811678,13,250
NA,0.136079542578759,0.215429629193124,0.0335666147381777,-0.0659249826431328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,250
"predicate_1",NA,NA,NA,NA,-0.360117777303694,-0.819503601770834,-0.727917164436277,-0.798671377963842,0.0478283928195889,-0.774710047574947,0.0492334015614398,0.212063024243935,0.00424395859528517,0.153529223355124,901,250
"workerid",NA,NA,NA,NA,0.156380587030571,-0.183437517067939,-0.210213793157535,-0.134851178607734,-0.606154943006161,-0.637562851220454,0.232976266649306,0.464884493067717,0.0198913595109473,0.27739995865976,901,250
NA,0.191065654048675,-0.0734770341052097,-0.0825538230018279,-0.139424324104489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,250
"predicate_1",NA,NA,NA,NA,-0.611018073282752,-0.752220624600528,-0.923924348188266,-0.528611647304284,-0.769268519105988,-0.839952866274819,0.00348559199889555,0.226769551056783,0.124228967019967,0.00209352964639019,805,250
"workerid",NA,NA,NA,NA,0.541038759466164,-0.78632367308357,-0.605469379795337,-0.760166068447422,-0.665938621176991,-0.734507408022495,0.307253350154027,0.343798875643607,0.00348487703836867,0.217196115698066,805,250
NA,0.226441711090235,-0.0711445615577717,-0.201209379482726,-0.0957517759661923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,250
"predicate_1",NA,NA,NA,NA,-0.378043318658675,-0.648632428552451,-0.782292470287392,-0.70434997085409,-0.729262395171645,-0.784922333381415,0.0707358949807618,0.0444405932105363,0.00407398303796449,0.00227232968734617,902,250
"workerid",NA,NA,NA,NA,0.123540040623015,0.420647275463203,-0.45168123707353,0.219152767287333,-0.43947448391312,-0.605327288946161,0.170213519342526,0.415762425065559,0.207568808874771,0.319852780627459,902,250
NA,0.172905441607248,0.204867744016706,0.0842580476298787,-0.0593465259656233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,250
"predicate_1",NA,NA,NA,NA,-0.825731388861765,-0.66128460748224,-0.712632550513832,-0.801827804132548,-0.776747446615619,-0.795057545149427,0.0799265072730571,0.00235210215027739,0.00528982046799559,0.126086946583283,806,250
"workerid",NA,NA,NA,NA,0.0898168194188513,-0.815419005813566,-0.631958811755781,-0.77761083148219,-0.658535260974794,-0.629529391120164,0.270131570486192,0.184587490281449,0.00215029490421228,0.344722243805566,806,250
NA,0.102577037335542,0.0541535237080207,-0.0181745019947417,-0.051243115318603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,250
"predicate_1",NA,NA,NA,NA,-0.705142948323769,-0.854076674850836,-0.798558574414959,-0.708473364839909,-0.151605927006855,-0.776454338708307,0.00181055787855303,0.118810212011336,0.00288852548985949,0.14630485508057,903,250
"workerid",NA,NA,NA,NA,0.143089724654199,0.0150992019982384,-0.506296235106193,0.0244084204014131,-0.868247298358859,-0.846829369491939,0.249467051453379,0.141788280311807,0.0889460161241645,0.240106864166316,903,250
NA,0.155349921205354,0.102302478914571,0.103037775141403,-0.0802027417929891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,250
"predicate_1",NA,NA,NA,NA,-0.766111287065705,-0.848769960595297,-0.735748687034389,-0.550023239739055,-0.873191373063729,-0.909011155207839,0.0740717762928554,0.00531260700978029,0.153643386637698,0.00471163441660236,807,250
"workerid",NA,NA,NA,NA,0.0975760254567481,-0.15710179452316,-0.523032670005469,-0.0600355109939586,-0.208338192089841,-0.341962565622736,0.237746757478743,0.34100277082905,0.121426678342842,0.552647409995764,807,250
NA,0.0336361366040048,0.278108080915732,0.0553295619420026,0.218837470899356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,250
"predicate_1",NA,NA,NA,NA,-0.859682748199041,-0.729679901165025,-0.761834860186452,-0.530396361146236,-0.848029821273676,-0.752059443122464,0.00384657068762177,0.0164799257894931,0.016919928573114,0.0122642735599437,904,250
"workerid",NA,NA,NA,NA,0.141532093288621,-0.670468883436737,-0.653596127769003,-0.696223719987488,-0.902409910673423,-0.828114050036088,0.336623737593182,0.174406086643807,0.00308693518524282,0.300129345028517,904,250
NA,0.224477290856769,0.064179169831347,-0.0737344536531419,-0.122460156730724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,250
"predicate_1",NA,NA,NA,NA,-0.864976429190419,-0.733603802764485,-0.819785562526302,-0.501998149473932,-0.480814046407073,-0.820647098464616,0.00353098649096063,0.0276846355850252,0.0140116351032688,0.191591872614085,808,250
"workerid",NA,NA,NA,NA,0.202293770849646,-0.618678438360779,-0.515199883729615,-0.555937363060213,-0.41668205318357,-0.84189276272816,0.320791301483972,0.265408397571195,0.00449616812392263,0.319052258400841,808,250
NA,0.24551369720832,0.199122085889207,-0.0978278500884315,-0.187279171741938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,250
"predicate_1",NA,NA,NA,NA,-0.746880398673959,-0.68950649773624,-0.747724521566205,-0.695315966740689,-0.743481088392548,-0.744993863579083,0.0823679708461038,0.00877096805235109,0.00373474632915563,0.00235420158143041,809,250
"workerid",NA,NA,NA,NA,0.188375683878807,-0.853107659791421,-0.577971104228125,-0.8106887036978,-0.692316221225132,-0.723583484849658,0.324810606207025,0.169251546777513,0.0031303425961225,0.426393163065079,809,250
NA,0.152440496481803,0.120495326862153,0.0620432147163528,-0.00292536577127123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,250
"predicate_1",NA,NA,NA,NA,-0.281230813962647,-0.841666877311463,-0.687219242604846,-0.804956816453069,-0.633270719940251,-0.835866822302276,0.0745145915451126,0.154553869060909,0.00195173235533112,0.17356483072269,810,250
"workerid",NA,NA,NA,NA,0.54055701992245,-0.613243522588647,-0.582937575946744,-0.622122270069147,-0.655914326634961,-0.805815118811657,0.3153225136832,0.36400059644732,0.00430685831419081,0.310798540621197,810,250
NA,0.139644598006186,0.111166282741996,0.0232193666786876,-0.0881339488844448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,250
"predicate_1",NA,NA,NA,NA,-0.511959972476604,-0.841992618848481,-0.793511556024135,-0.544099103432426,-0.804415158510242,-0.814702401046255,0.100597811102357,0.0293261764962904,0.00683236398963886,0.00174782974129147,811,250
"workerid",NA,NA,NA,NA,0.0457347331055235,-0.124425467538053,-0.500730257767694,-0.227248951899473,-0.57568700160395,-0.786976290162872,0.2154426539814,0.263821420179246,0.0357757760777257,0.280537297748415,811,250
NA,0.176213464846787,0.127623105185572,-0.00683269141909539,-0.0404706606460869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,250
"predicate_1",NA,NA,NA,NA,-0.549888793627917,-0.708183504690404,-0.767336035594315,-0.317712990789473,-0.779626702372841,-0.922328627743455,0.101553914016481,0.0586411363617908,0.085497918980341,0.135128857828676,812,250
"workerid",NA,NA,NA,NA,-0.163322017001513,-0.765855120202637,-0.576140582068008,-0.495023117523102,-0.881538957358297,-0.738196576991036,0.435721110988401,0.110435369051071,0.0178754092440005,0.471479936371439,812,250
NA,0.146070303749493,0.0273540100482837,-0.0627371546486173,-0.135775594450494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,250
"predicate_1",NA,NA,NA,NA,-0.710482563723972,-0.797632266530222,-0.581759532326732,-0.019402636501435,-0.675494754562922,-0.700829711177413,0.044016429423763,0.0540067703832318,0.160830080927078,0.0048827575458344,905,250
"workerid",NA,NA,NA,NA,0.304052880101201,-0.496708844486663,-0.491120067460988,-0.540790603854881,-0.392024644433892,-0.906546248174606,0.28717584435535,0.396458211194018,0.00799176684324039,0.426660678744625,905,250
NA,0.0943339054951021,0.139447600040657,-0.0510305690065236,0.101334131405166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,250
"predicate_1",NA,NA,NA,NA,-0.265218708024977,-0.617514220915435,-0.6747461589002,-0.729374794946129,-0.630745607102364,-0.76543368524712,0.0163302495282825,0.234822922086049,0.0252082188542458,0.143521879656535,14,250
"workerid",NA,NA,NA,NA,0.0474894346439153,-0.677381374795299,-0.546649642181854,-0.87926180103129,-0.48496419675121,-0.62304528693004,0.29954114567625,0.160855601343285,0.000775173875078136,0.311302392740478,14,250
NA,0.241021885789625,-0.131992965825335,-0.115141260273993,-0.137927312339505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,250
"predicate_1",NA,NA,NA,NA,-0.728971338398367,-0.780155317523789,-0.851460928183507,-0.755164983470096,-0.721049451352865,-0.732776225725227,0.143939089491399,0.0356563362714306,0.0436586746233689,0.128540462329015,813,250
"workerid",NA,NA,NA,NA,0.281289007151235,-0.711957390684408,-0.674183742551178,-0.737132676396439,-0.650444997750267,-0.860164900070734,0.358436642073312,0.156271624673375,0.00303085101550768,0.342855044666558,813,250
NA,0.194231305200049,0.0123554142357998,-0.23048576277623,-0.153185895428961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,250
"predicate_1",NA,NA,NA,NA,-0.428977837633827,-0.826418557642564,-0.595157234477547,-0.401977701951659,-0.702782577206396,-0.764156036664451,0.11159658719207,0.0799154770313917,0.0761980038458592,0.066796545800603,15,250
"workerid",NA,NA,NA,NA,0.211491082259312,-0.27480381894621,-0.323366368581079,-0.104812922336601,-0.764803632219448,-0.763213247368897,0.282758862900953,0.252310330732871,0.0178378596799884,0.344278243153983,15,250
NA,0.0472865428640899,0.102877611277094,-0.0266899492354727,-0.0313364594877734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,250
"predicate_1",NA,NA,NA,NA,-0.165546474654067,-0.766354756781228,-0.658223028106701,-0.316316657521814,-0.691655655613173,-0.907593527141616,0.0517160721401768,0.164502852225397,0.0898556893238098,0.0197848975337443,814,250
"workerid",NA,NA,NA,NA,0.287464332805151,-0.0967115996546951,-0.572328572872632,0.0423846033766537,-0.772588642014217,-0.369838036613361,0.325568653470061,0.364572853498744,0.0968272079011698,0.46026205919431,814,250
NA,0.126332746747463,0.0396958585353421,-0.0416181994359376,0.0322812853788333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,250
"predicate_1",NA,NA,NA,NA,-0.053914308066935,-0.643985326101936,-0.795773776837553,-0.674479706227415,-0.618268592936801,-0.913881609001923,0.0672669812545321,0.145186354053626,0.118587627255323,0.0958949193136076,16,250
"workerid",NA,NA,NA,NA,-0.197559150424703,-0.241385574112687,-0.61584518558545,-0.710241078651576,-0.222663476582484,-0.510537945874934,0.347777556757192,0.272879024353698,0.016896119600123,0.548529404289486,16,250
NA,0.148179385312321,0.104468425462864,-0.0548614304067839,-0.0250313943338815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,250
"predicate_1",NA,NA,NA,NA,-0.550706686669959,-0.915032952344604,-0.765319750557221,-0.569587914647005,-0.808612638188077,-0.820259472022857,0.079013413163036,0.180487552814537,0.0434636264968225,0.00192255996437425,815,250
"workerid",NA,NA,NA,NA,0.145044514122641,0.01224742264723,-0.478145629270088,-0.324078432374989,-0.875833390881448,-0.605831353200838,0.345465264654346,0.191347891052278,0.0564937719234442,0.359294073833508,815,250
NA,0.15258128826605,-0.00686178424619596,-0.0445098169898724,-0.0656554534458298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,250
"predicate_1",NA,NA,NA,NA,-0.305869997288298,-0.784249158197381,-0.617354957407428,-0.504422394881842,-0.587324054023201,-0.880464164519627,0.0548660402263893,0.142487075586298,0.00622125247284768,0.0334699243573581,17,250
"workerid",NA,NA,NA,NA,0.438195397238655,-0.697218490779474,-0.511287784138304,-0.703884183821326,-0.703746379091257,-0.82960572150191,0.381112444401746,0.192909548846783,0.00339317403916632,0.33573432499366,17,250
NA,0.251288153719947,-0.0431463059492531,-0.0391005427718702,-0.206578854371924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,250
"predicate_1",NA,NA,NA,NA,-0.522417980725547,-0.681286458952185,-0.524139061775514,-0.657614934132901,-0.445833976407799,-0.718658556814706,0.0457528069358045,0.230450987979066,0.0156818020786373,0.0119609386301709,816,250
"workerid",NA,NA,NA,NA,0.449835615644532,-0.416692842870985,-0.398448068065221,-0.515242193381851,-0.151634738063348,-0.590263366724034,0.257235679404811,0.42276487603134,0.00898747526676071,0.406047108676203,816,250
NA,0.151896262122635,0.0474466652995503,0.000265559332721588,0.0219124871911339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,250
"predicate_1",NA,NA,NA,NA,-0.610638430587379,-0.898322859195446,-0.687788687619487,-0.762507027894041,0.207076562722275,-0.727986283432836,0.0741583785486912,0.0781392415833609,0.00441557909966736,0.280859965329044,18,250
"workerid",NA,NA,NA,NA,0.28767468811007,-0.522797657569452,-0.2958636319298,-0.787303569924546,-0.290301884716368,-0.810272392875963,0.332978458575858,0.299528354300324,0.0121012888630347,0.522633604318489,18,250
NA,0.119162295511366,0.236983859242532,0.131573467583139,-0.254021865818236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,250
"predicate_1",NA,NA,NA,NA,-0.623507356688806,-0.813176246060056,-0.73694675408558,-0.792790941947273,-0.566625399926273,-0.794081023285885,0.0790543938862698,0.194118330282621,0.0650317763865618,0.118683960190578,19,250
"workerid",NA,NA,NA,NA,0.313180513005344,-0.113271987339546,-0.721086796845173,-0.117715568385435,-0.911372380238595,-0.836680271470211,0.226692484289281,0.372873442820734,0.028518717701558,0.232754713648258,19,250
NA,0.112525011607526,0.110141547018973,0.00572679235609259,-0.0110546815920635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,250
"predicate_1",NA,NA,NA,NA,-0.561309975794438,-0.920630074846715,-0.835929067473893,-0.63237939129171,-0.711747148142818,-0.817607978024709,0.012179878595953,0.219666758359321,0.0153022455475808,0.00618886345920053,20,250
"workerid",NA,NA,NA,NA,0.18232510220253,-0.634326867096226,-0.711980232388385,-0.636586884502709,-0.47758324233328,-0.83613465657039,0.289526738003066,0.181471484282752,0.00381200090309117,0.459518479005145,20,250
NA,0.112761064435588,0.148148166643436,0.0405277052517958,0.105005692083306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,250
"predicate_1",NA,NA,NA,NA,-0.691051838501497,-0.850796824107002,-0.872270209218661,-0.808269808055962,-0.672792755579275,-0.793867571198971,0.104538605981425,0.0155217014343555,0.00183098986909273,0.0489008009767177,101,250
"workerid",NA,NA,NA,NA,-0.114984556589903,-0.700353794494283,-0.639890216212008,-0.665350486082879,-0.793237083583849,-0.843912896222028,0.284803120124604,0.140896340452129,0.00289211219280387,0.311870763482303,101,250
NA,0.121835125675654,0.0768036586125044,0.107770236564113,-0.0359849948205848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,250
"predicate_1",NA,NA,NA,NA,-0.407618748604137,-0.736577084374016,-0.86163998720504,-0.280811422862418,-0.61723463463593,-0.782021231048827,0.00722715950764507,0.153591403981231,0.086947955539195,0.0273839955817989,601,250
"workerid",NA,NA,NA,NA,0.285888385389731,-0.0629858856518361,-0.623610907295366,0.0593978083862043,-0.284318684346693,-0.537037351337843,0.241519514073088,0.253954486883808,0.0486067610366828,0.337123333154427,601,250
NA,0.162392554805463,-0.0364675802264466,-0.009803517549376,-0.0913052461093324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,250
"predicate_1",NA,NA,NA,NA,-0.331476815664527,-0.893621322956148,-0.670010243372538,-0.777656452604826,-0.553777088425503,-0.71342163955238,0.102144093892745,0.0842432676708185,0.007618218287136,0.138683770783557,21,250
"workerid",NA,NA,NA,NA,0.40677418260459,-0.867795219602569,-0.708536660670291,-0.830308215526632,-0.518372815564841,-0.340369973081761,0.348183355534924,0.28910097609988,0.00895044730196119,0.625532992425903,21,250
NA,0.0670440613929816,0.130654409799358,0.079024215321325,-0.0315251299604029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,250
"predicate_1",NA,NA,NA,NA,-0.626274066738452,-0.58701482641676,-0.973394908252802,-0.451240632131317,-0.865716138259659,-0.841812998421644,0.0351343736794025,0.044812448435022,0.146850058150544,0.100264055423339,102,250
"workerid",NA,NA,NA,NA,0.145380663116402,-0.724975602670523,-0.569374706875198,-0.89831288274129,-0.226911867070739,-0.754157494057011,0.265479898890768,0.195013984045107,0.0293738809585371,0.492967792497765,102,250
NA,0.169761109348634,0.100111805910746,-0.144393198262895,0.0555663761390397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,250
"predicate_1",NA,NA,NA,NA,-0.691330015938116,-0.822480534440758,-0.590128179256493,-0.782450795004615,-0.804217622702729,-0.847868462821773,0.0688883371239992,0.00437856725405898,0.00184780135474846,0.110274803565868,22,250
"workerid",NA,NA,NA,NA,0.318134971267443,-0.792900539487308,-0.664490657534535,-0.778491734299106,-0.964006636504606,-0.595351304776177,0.390692583966843,0.332766833433535,0.00433584432077169,0.282742430198696,22,250
NA,0.188622811138487,0.233205477848529,0.0704296274088023,-0.155153474267868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,250
"predicate_1",NA,NA,NA,NA,-0.730507632037828,-0.837419292185339,-0.638537691050337,-0.555891862556161,-0.353241145345725,-0.762065175332459,0.00623955017958349,0.0202405520952696,0.00840123296207251,0.108398086158112,602,250
"workerid",NA,NA,NA,NA,0.43245363890025,-0.859902107658385,-0.427712804940466,-0.879944198378177,-0.515895485741422,-0.484416284050863,0.296090749971512,0.266352778438046,0.00507794786857769,0.450208434654218,602,250
