"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.723907831372247,-0.871116732439005,-0.589336675847215,-0.685241685505695,-0.271716118205077,-0.728191190101112,0.00317878881481985,0.114666269547783,0.00510674746921843,0.148356527946802,21,200,12
"workerid",NA,NA,NA,NA,0.262524164188259,-0.26585950276944,-0.680105156125517,-0.487691223486899,-0.565287477207971,-0.801437828293447,0.356702063001951,0.407681368712783,0.0159698779668484,0.466037943222779,21,200,12
NA,0.328066067778376,-0.0724699404282469,-0.285919245365051,-0.0535456494518919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,200,12
"predicate_1",NA,NA,NA,NA,-0.340379387882394,-0.397252548776244,-0.728819558254363,-0.25328533778425,-0.579291213761969,-0.641927278728102,0.014193429908735,0.0971287868722654,0.0458385797978942,0.00543312806860553,1,200,12
"workerid",NA,NA,NA,NA,0.21962972535253,-0.701688646746883,-0.507517224587611,-0.705916975301819,-0.674338567703669,-0.738371958584795,0.320196888628351,0.226035845984149,0.00280716798787855,0.519621929393118,1,200,12
NA,0.254348435598725,0.163233748953559,-0.101199409806017,-0.151772469858285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,200,12
"predicate_1",NA,NA,NA,NA,-0.491919650688822,-0.871366695774263,-0.743721907380695,-0.822028033498024,-0.643052695941476,-0.873011440335194,0.0202917110598918,0.0378713841043524,0.00894321348348279,0.00559608993268072,2,200,12
"workerid",NA,NA,NA,NA,0.00792889770287487,-0.743467721735856,-0.694990549131563,-0.649417271928164,-0.501658930616322,-0.119105966853251,0.251038784020083,0.17898931041859,0.0113676282501661,0.516387854179074,2,200,12
NA,0.16034423504763,0.121801343279884,-0.0153260009998114,-0.0759271281064422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200,12
"predicate_1",NA,NA,NA,NA,-0.71491998043587,-0.798821402207398,-0.25543997305711,-0.732784691724824,-0.643025431768167,-0.813847891750239,0.0209683882465643,0.00489747500534083,0.00692977764360397,0.0707058798312679,22,200,12
"workerid",NA,NA,NA,NA,0.127772979499497,-0.27864383817952,-0.313318114382646,-0.244271200208687,-0.631137081034747,-0.821081896724846,0.313464362846153,0.337774611371547,0.0215162680671022,0.256010141212581,22,200,12
