"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.511717656986686,-0.733923396424716,-0.373902174487526,-0.678215800603796,-0.416987250657108,-0.512890366012027,0.0102861109650928,0.00697010653610497,0.00372373952811446,0.184011922394739,1,400,12
"workerid",NA,NA,NA,NA,0.156291325425002,-0.49228524600686,-0.473901038027438,-0.0491557055160439,-0.861145794879873,-0.481626689383156,0.308263652213852,0.339952211271927,0.0236684416617403,0.511666684139314,1,400,12
NA,0.159528255347189,0.0913678988055322,0.0174850591380739,0.0152824576326771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,400,12
"predicate_1",NA,NA,NA,NA,-0.16474268549843,-0.635907975232173,-0.645199639039778,-0.344744415937493,-0.603682231607018,-0.788739589532482,0.0476799413137102,0.129023535564706,0.00850304260934742,0.0113591989854903,2,400,12
"workerid",NA,NA,NA,NA,0.26825376555448,-0.0735126174083678,-0.451461770972444,0.494407589031901,-0.616759399370182,-0.691862982023378,0.281770046117863,0.325865426770364,0.0854905739768838,0.400370114982608,2,400,12
NA,0.232821422477604,-0.13224943646409,-0.0984195039379305,0.0252066370216282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,400,12
"predicate_1",NA,NA,NA,NA,-0.276025552257162,-0.564110160646761,-0.736446726154272,-0.689657993277843,-0.712246200051337,-0.859697504069853,0.10091214215042,0.0757879670012226,0.00370548401595611,0.0510930881779081,3,400,12
"workerid",NA,NA,NA,NA,0.0457089736387292,-0.206280717071981,-0.687059734224216,-0.117631686169176,-0.436236865247957,-0.456856193709039,0.355022049144917,0.0830237614934873,0.0266794571778587,0.579803643098481,3,400,12
NA,0.177852349932105,0.095563021397885,0.0638620385491781,0.0498728574234569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,400,12
"predicate_1",NA,NA,NA,NA,-0.515871083344447,-0.815895153269255,-0.668475202336725,-0.5682131255,-0.451919746978185,-0.823003958174159,0.063506825338086,0.264576751368042,0.00277703039369578,0.0490102927559154,4,400,12
"workerid",NA,NA,NA,NA,0.210074954254641,-0.742645157889548,-0.631752492544195,-0.686472392102081,-0.244012055176919,-0.693330082267086,0.275594010402739,0.417812374475735,0.00182023691074161,0.475356484132715,4,400,12
NA,0.0945342621192685,0.172123504506964,0.0774294371378791,0.179153982358304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,400,12
"predicate_1",NA,NA,NA,NA,0.119992614136911,-0.683227718016005,-0.505449962233501,-0.381131781635447,-0.248284549327833,-0.684185844222595,0.0490398517413982,0.185552457613232,0.0334689298889415,0.0204331143231732,5,400,12
