"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.288208493779573,-0.82604885836093,-0.391364387343059,-0.775856856471234,-0.127513011153642,-0.715106009936778,0.0139266080905738,0.156172355765857,0.00226189279816075,0.0912623847973385,51961,200,18
"workerid",NA,NA,NA,NA,0.183594721754082,-0.549371797677897,-0.391637574730071,-0.584353243234458,-0.7260634204624,-0.86338354155519,0.313846288260646,0.321451933954604,0.0067118194924778,0.203042430178511,51961,200,18
NA,0.217458742235421,0.0492690340920343,0.0245490547080087,-0.0410487090816298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51961,200,18
"predicate_1",NA,NA,NA,NA,-0.782231101607786,-0.379900586355645,-0.810796909174907,-0.542230833973576,-0.84769858611782,-0.871739821119055,0.0408640262425585,0.00602303660883001,0.116451070404643,0.00188335842790099,51962,200,18
"workerid",NA,NA,NA,NA,0.0875453560742345,-0.792084266543605,-0.629168789452618,-0.814850235115635,-0.43325641725761,-0.759658076561221,0.289789403423489,0.172910842843643,0.00478934375657774,0.442115795209108,51962,200,18
NA,0.137045520334836,0.0572385284878645,-0.0433702643993057,0.066081111350781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51962,200,18
"predicate_1",NA,NA,NA,NA,-0.435857725010283,-0.817940443478909,-0.535066795762713,-0.66825393539172,-0.665844480166766,-0.862872163121851,0.0508295360897771,0.0353651113857764,0.00311260845458498,0.161559875092727,51963,200,18
"workerid",NA,NA,NA,NA,0.283810017162778,-0.264907554715673,-0.551016940868829,-0.219844649536265,-0.78546712022737,-0.690279414760338,0.264959014371269,0.208309810147036,0.0202074799165459,0.333374134645427,51963,200,18
NA,0.207783985082782,0.0702885346317307,-0.0234504751559451,-0.088845973257453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51963,200,18
"predicate_1",NA,NA,NA,NA,-0.771326250519544,-0.87881555066034,-0.627389104646969,-0.752517664491715,-0.817180175664892,-0.864746239881579,0.03858476312969,0.0025841760293619,0.0046308827872645,0.0557397818236475,51964,200,18
"workerid",NA,NA,NA,NA,0.260458869617825,-0.727617620276715,-0.637324398778578,-0.784933783749683,-0.283168599764852,-0.731784834993235,0.271035456120675,0.255403129312781,0.00347851827439164,0.594585717459848,51964,200,18
NA,0.0727770728825207,0.309997712141886,-0.0207110539796176,0.1293426336142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51964,200,18
"predicate_1",NA,NA,NA,NA,-0.188819863428136,-0.736217738670345,-0.779972803292129,-0.521045372336207,-0.67780180578713,-0.769090023725908,0.101933050070939,0.0917590082467015,0.138753060189356,0.00420930559070316,51965,200,18
"workerid",NA,NA,NA,NA,0.138856634700853,-0.705762108556084,-0.203293652366515,-0.675043747033731,-0.725673754578933,-0.810456115509346,0.27586445545908,0.204139717808813,0.00345053320694954,0.208861556300688,51965,200,18
NA,0.0709158964796887,0.279729431298289,0.209072529251169,0.070475995105196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51965,200,18
"predicate_1",NA,NA,NA,NA,-0.430766436987033,-0.852551939902968,-0.785606607860393,-0.000437116992151238,-0.897144566160048,-0.851365303754923,0.155731285675142,0.148740103481454,0.171233388561656,0.0102929294366069,51966,200,18
"workerid",NA,NA,NA,NA,0.00899498400407368,-0.622362686756271,-0.638996339882504,-0.625696201622512,-0.917802810285792,-0.874483873536678,0.354983242101366,0.0782867443271568,0.0043521795866486,0.462361102891092,51966,200,18
NA,0.2068176723113,0.122564376482538,-0.149062883966289,-0.101042589261127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51966,200,18
"predicate_1",NA,NA,NA,NA,-0.710810857831073,-0.858119517822329,-0.776409080238959,-0.880246533163283,-0.730306614747709,-0.755102965262466,0.00259258711327672,0.134987176840845,0.00372122861762297,0.00324629469393251,51967,200,18
"workerid",NA,NA,NA,NA,0.319301947645539,-0.372261778567039,-0.446837423751014,-0.377289747213514,-0.671155735099968,-0.597209364338632,0.313517031002275,0.211498141686589,0.0134797726246358,0.431726349840447,51967,200,18
NA,0.123205758948271,0.257741131804296,0.0469545751582848,0.0402162279712044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51967,200,18
"predicate_1",NA,NA,NA,NA,-0.936147852061735,-0.933336358140927,-0.656936497510267,0.00890637432233755,-0.556868876835992,-0.411654421244056,0.0221511900828051,0.064331570169639,0.193013161523079,0.0426669313471042,51968,200,18
"workerid",NA,NA,NA,NA,0.232522804189224,-0.23752525606133,-0.286872200670193,0.217220078349721,-0.640640896645567,-0.666196982823853,0.151821959157278,0.505203802431892,0.138796665296049,0.385345083139795,51968,200,18
NA,0.219433839834728,-0.00319202100172382,-0.140852064828985,-0.0553205993314923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51968,200,18
"predicate_1",NA,NA,NA,NA,-0.756258808310098,-0.598820576802734,-0.520230972439182,-0.442182951334212,-0.806343928817156,-0.729230475911416,0.128073256735599,0.014732764688892,0.0460429693156093,0.273877794243779,51969,200,18
"workerid",NA,NA,NA,NA,-0.0952934845277375,-0.478214865539475,-0.318770929466344,-0.336475695959581,-0.793439922635512,-0.934609713334628,0.271679538446968,0.239393780962876,0.0850322484718745,0.192191504421614,51969,200,18
NA,0.208825428781641,-0.00467292006198317,0.0251426054155247,-0.292092914653142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51969,200,18
