"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.891555455397656,-0.829346782429502,-0.514679036864158,-0.804030724532402,-0.603813833070616,-0.790343651736239,0.0390600144251709,0.00593187889020032,0.00209299452126475,0.0521644181380073,51961,200,15
"workerid",NA,NA,NA,NA,0.448662331120924,-0.7544792450582,-0.521168714659833,-0.744693960100998,-0.483674981229215,-0.80388295641799,0.20488916207455,0.357392095410461,0.00304221176352537,0.2530918954334,51961,200,15
NA,0.190281065850146,-0.0395043307698999,-0.00913813985451064,0.106718657624306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51961,200,15
"predicate_1",NA,NA,NA,NA,-0.742869706605358,-0.868497883185062,-0.544808200894312,-0.766723067512132,-0.837093029805582,-0.877231955109818,0.138683607409016,0.00253448020283288,0.00784766885157783,0.0735753857953103,50361,200,15
"workerid",NA,NA,NA,NA,0.179499219173713,-0.653259198854456,-0.599836872372934,-0.551227458803384,-0.819632912196984,-0.803071172442223,0.300108054393146,0.27212435740906,0.00417330747450445,0.354923042368861,50361,200,15
NA,0.164845517029777,0.197248335217927,0.120165492986716,0.00255549113267607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50361,200,15
"predicate_1",NA,NA,NA,NA,-0.502786822481359,-0.74482577638852,-0.764748349124002,-0.704929302375327,-0.46186945601303,-0.807799942181333,0.0212840831424263,0.116864040528629,0.00244080363656668,0.0195814228494431,56761,200,15
"workerid",NA,NA,NA,NA,0.183254704106012,-0.486797897049419,-0.616119252715087,-0.265079437373619,-0.768971849331565,-0.932877834209775,0.280519486546061,0.405412782214635,0.0167869226585516,0.302157893523355,56761,200,15
NA,0.114966092404465,0.175059332995052,0.00452542052278269,0.00682200408119713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56761,200,15
"predicate_1",NA,NA,NA,NA,-0.549201335497694,-0.709382402899904,-0.807100327498343,-0.666793974925701,-0.801279330238057,-0.86335685853425,0.0871754593342369,0.00984883904088828,0.00441482079510144,0.00628909366786261,45561,200,15
"workerid",NA,NA,NA,NA,0.0876262534429605,-0.621355606155215,-0.647451961163588,-0.702204194608218,-0.743440827725631,-0.542168385076278,0.333919678699962,0.132135774030753,0.0129961355316508,0.43659721385171,45561,200,15
NA,0.130252270125072,0.1624071273517,0.0132368677851581,0.0960424242191376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45561,200,15
"predicate_1",NA,NA,NA,NA,-0.413800008803632,-0.43573310764114,-0.851104174373878,-0.520601708325265,-0.738853092236584,-0.875736275554509,0.0229926767453371,0.1572961601769,0.0137028470950257,0.0121503482848026,58361,200,15
"workerid",NA,NA,NA,NA,-0.0599741689113748,-0.409399885784844,-0.309452417997717,-0.529579018622961,-0.84496110705418,-0.690550681211591,0.290889863341769,0.178834369706608,0.00878984833900256,0.301692075905674,58361,200,15
NA,0.243339423220159,0.0172779928829635,-0.0878329560495764,-0.0139278670660776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58361,200,15
"predicate_1",NA,NA,NA,NA,-0.644750111098738,-0.648085636129592,-0.849388843678355,-0.72072536969361,-0.828020609009435,-0.889381072903183,0.0387134936563752,0.0058170089948056,0.00392102291194711,0.17036924595964,59961,200,15
"workerid",NA,NA,NA,NA,0.110376690108184,-0.536267416490303,-0.645451340758197,-0.344736474699745,-0.641951675610546,-0.49461564650001,0.258705106715934,0.237160234859847,0.0118448935203566,0.380560033037266,59961,200,15
NA,0.11115479848426,0.054510978088408,0.117858122229077,-0.180156242061024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59961,200,15
"predicate_1",NA,NA,NA,NA,-0.678877987156129,-0.706069461067105,-0.656156312965435,-0.864740913764734,-0.618564292695652,-0.896134773606595,0.142411638317142,0.00546176270643665,0.0239910581341419,0.181957364425378,48761,200,15
"workerid",NA,NA,NA,NA,0.272833326932788,-0.313488180249453,-0.57940687278656,-0.0128836566639345,-0.386028854143901,-0.600626887707478,0.22847471679278,0.25140795563302,0.0428753706375482,0.370581799046735,48761,200,15
NA,0.172191124144782,0.133596214257474,-0.0275372336403613,-0.0223450127230302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48761,200,15
"predicate_1",NA,NA,NA,NA,-0.749310138723927,-0.853900640057703,-0.796644926097793,-0.194994043075194,-0.440963003521069,-0.79899909511893,0.00133095510279574,0.14254973530516,0.0935028660345952,0.0118047429555314,47161,200,15
"workerid",NA,NA,NA,NA,0.19211674959002,-0.800754611436283,-0.814030288761835,-0.787189040668116,-0.832132651536427,-0.697677584707421,0.38074489479414,0.222655836564846,0.00372823895670356,0.346786069380234,47161,200,15
NA,0.248733911739915,0.026269890650874,-0.0418731011890761,-0.242732103349063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47161,200,15
"predicate_1",NA,NA,NA,NA,-0.832791446612832,-0.673982235547381,-0.864419255546832,-0.801655133437877,-0.500912237938775,-0.957756362139555,0.00255504864775803,0.0877927625374779,0.0625999758413725,0.203305029142307,55161,200,15
"workerid",NA,NA,NA,NA,-0.191475651388618,-0.556339588963335,-0.697016143824331,-0.90254181418542,-0.286000373468572,-0.586188023755945,0.35370406290953,0.235710188175179,0.0111285247634335,0.470546703164778,55161,200,15
NA,0.147379022754694,0.188889350324551,-0.110523021550669,-0.151832852888683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55161,200,15
"predicate_1",NA,NA,NA,NA,-0.755660408946964,-0.813185571373213,-0.78940676576636,-0.344069712436997,-0.116737818233247,-0.812955715037637,0.00134563242554556,0.13483301426114,0.096397678367478,0.209271980871675,53561,200,15
"workerid",NA,NA,NA,NA,0.344844318557662,-0.145574543521144,-0.643106922331381,0.186400661568283,-0.534428837376023,-0.484284679258906,0.259211331233157,0.415417394398757,0.0798685148564652,0.587577073636772,53561,200,15
