"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.44765836528547,-0.723463518043525,-0.72153691017715,-0.754307225287171,-0.754433414478642,-0.757333631083162,0.0820155694209312,0.0143942497766086,0.00211721713848253,0.0780388634522737,51961,350,15
"workerid",NA,NA,NA,NA,0.132144311942745,-0.637211097986574,-0.525500278086703,-0.682736943216793,-0.305307663100839,-0.896694113362757,0.32986558146286,0.204765896796488,0.00498441617007796,0.508447038177635,51961,350,15
NA,0.225938368753668,-0.0374454357723748,-0.00363029908848006,-0.0420743039093504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51961,350,15
"predicate_1",NA,NA,NA,NA,-0.649019441820547,-0.790431729025418,-0.803778690834005,-0.796350828297968,-0.510598664743542,-0.845600007698712,0.073356014555561,0.00480973285390389,0.00158504654301389,0.109238285927119,51962,350,15
"workerid",NA,NA,NA,NA,0.437744173828489,-0.762646013418516,-0.49628311278037,-0.777156132868862,-0.68512539103228,-0.775278565520732,0.281300384999286,0.362641469813321,0.00246397808577688,0.385324765321664,51962,350,15
NA,0.183048184683695,0.267481018287788,0.0773303804581181,-0.153286583168704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51962,350,15
"predicate_1",NA,NA,NA,NA,0.0503217143438515,-0.643348384050295,-0.820978195619505,-0.675411547822104,-0.801676378566579,-0.901490128731241,0.0731578800311624,0.199457204482073,0.0966985572161337,0.0384265276260611,51963,350,15
"workerid",NA,NA,NA,NA,0.205711136148871,-0.850157530140997,-0.493762743278857,-0.858237764148374,-0.571971205189972,-0.614618675623911,0.314769787474641,0.363216457705647,0.00214936990538377,0.442335547970292,51963,350,15
NA,0.123826191502868,-0.0724636274202913,0.0802242926840588,0.0686616834750094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51963,350,15
"predicate_1",NA,NA,NA,NA,-0.516787359827288,-0.940309144023832,-0.398332770400289,-0.557021803185077,-0.482713985077091,-0.91376770642645,0.105380313449244,0.207789338235971,0.0395408625188078,0.0343282637237746,51964,350,15
"workerid",NA,NA,NA,NA,0.225019267298723,-0.186574258976002,0.0280571597786588,-0.0277779344115293,-0.166044859111485,-0.632552792474561,0.289143572412763,0.307708799531974,0.116226769719567,0.397694375022126,51964,350,15
NA,0.183720964310979,0.0522350833581309,-0.0319926296409885,0.0600889586807384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51964,350,15
"predicate_1",NA,NA,NA,NA,-0.327994486855563,-0.754862493588567,-0.452489384208304,-0.151447996382076,-0.46732639376749,-0.924944263004042,0.0854403839147111,0.169201856887808,0.100967312354682,0.150093512230253,43961,350,15
"workerid",NA,NA,NA,NA,0.405948006683794,-0.685179784617743,-0.59407854446723,-0.655355351175273,-0.73273411247149,-0.498029148487385,0.292642626075546,0.229339042835683,0.00378525709971547,0.449779030023698,43961,350,15
NA,0.171063608082909,0.104970131313148,0.0636606189705187,0.0328090728554506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43961,350,15
"predicate_1",NA,NA,NA,NA,-0.536645341177519,-0.502499937298401,-0.704896616316198,-0.529987882670388,-0.851488083404183,-0.772952909706123,0.0583043203354148,0.136493763193419,0.00967391716352622,0.00555652441680585,43962,350,15
"workerid",NA,NA,NA,NA,0.230197422741814,-0.533938580765701,-0.562256050845964,-0.595672504048863,-0.429531023543594,0.284883525297387,0.298882709426708,0.179910013458948,0.0669965813692077,0.492843195715825,43962,350,15
NA,0.0965164680800023,0.11390953998698,0.0733408173462068,-0.0612674779513883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43962,350,15
"predicate_1",NA,NA,NA,NA,-0.821017591853308,-0.801866918989986,-0.752585862649558,0.22505080852601,-0.936399711885087,-0.957588996303966,0.00238460798151065,0.0847993672107523,0.144181589612436,0.0562419612169299,51965,350,15
"workerid",NA,NA,NA,NA,0.591749814675447,-0.771156149664112,-0.673951724326033,-0.749235384774887,-0.853122356284441,-0.666063223906551,0.352456621123542,0.268552513875387,0.00255446693117417,0.548452999523267,51965,350,15
NA,0.166356598437746,0.358237208593498,0.0845085681397131,0.132080309789069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51965,350,15
"predicate_1",NA,NA,NA,NA,-0.000537427799653919,-0.590954467485015,-0.69269268761261,-0.571200054118234,-0.647983119146961,-0.785271646354545,0.0545116627219331,0.110406781814534,0.0866125235562685,0.00380499310513022,56761,350,15
"workerid",NA,NA,NA,NA,0.186912513712235,-0.3933399105338,-0.576353571891386,-0.342380844828825,-0.243980931775513,-0.573440402354451,0.396539024149096,0.213860210320975,0.00842678039348101,0.502387366417052,56761,350,15
NA,0.212034476152787,0.100280954394998,0.00654020208742103,-0.0889091876183596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56761,350,15
"predicate_1",NA,NA,NA,NA,-0.70147505919272,-0.676469892191552,-0.792898008508665,-0.0440635108460521,-0.0469529636592128,-0.628099377397703,0.00267196011532428,0.23748217611336,0.117921601619996,0.0361911534860513,43963,350,15
"workerid",NA,NA,NA,NA,0.49437924296412,-0.788263616661917,-0.479526345364824,-0.720100220531179,-0.334520623623051,-0.226839974313313,0.274181142196351,0.226010292891341,0.00872011598193542,0.397474674551744,43963,350,15
