"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.0996452017835241,-0.735358633331082,-0.496411856410627,-0.689905001513373,-0.612625149610828,-0.800590542375977,0.105964850806803,0.0873427039582831,0.00407743196435026,0.00992030069328698,1,200,18
"workerid",NA,NA,NA,NA,0.394563381356482,-0.39176326017443,-0.296101612250379,-0.242524304387328,-0.389075891486697,-0.902713349063777,0.182553424286837,0.435094314903248,0.0183463922183843,0.306845920213657,1,200,18
NA,0.167608013588614,0.159604006858802,-0.0442436844394762,-0.0435909582336198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,200,18
"predicate_1",NA,NA,NA,NA,-0.318480440980028,-0.779833503367302,-0.971407513549798,-0.768765831426188,-0.682492886573655,-0.780285796353938,0.169515276131394,0.137760232206445,0.00249821136901347,0.203917101465854,2,200,18
"workerid",NA,NA,NA,NA,0.0349750323365624,-0.592911758033383,-0.30220894374056,-0.675819078549639,-0.605645201813052,-0.412803389681539,0.243587393233065,0.165976761639956,0.00823095396058337,0.306042524087049,2,200,18
NA,0.144150373890465,-0.041589324275129,-0.0932985829909312,-0.0171307975740695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200,18
"predicate_1",NA,NA,NA,NA,-0.516452415464028,-0.649790118026877,-0.896821299699473,-0.310701635688936,-0.905907276966975,-0.896969339320069,0.0102109630058049,0.0652609144892031,0.024497370051947,0.01230404393823,3,200,18
"workerid",NA,NA,NA,NA,0.33265912087018,-0.394678901548163,-0.552356964112545,-0.21281762117587,-0.850463428303191,-0.840948743229765,0.341699612850449,0.26379254112908,0.0209684399247781,0.311439593447071,3,200,18
NA,0.22191823679727,0.20774090296064,0.0407104450565818,-0.00270946494016862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,200,18
"predicate_1",NA,NA,NA,NA,-0.36444864490639,-0.604196993385378,-0.632257417068143,-0.34381488110799,-0.55132527652702,-0.548811074933822,0.00695065691459024,0.251201130619931,0.0322412410503336,0.161539639257055,4,200,18
"workerid",NA,NA,NA,NA,0.502698995188424,-0.413318355305258,-0.719518360333471,-0.301594524651664,-0.872723472613385,-0.898633059576293,0.316955280586801,0.290756060352929,0.0187503590702359,0.353092251252109,4,200,18
NA,0.109130649962664,0.193322789201369,0.062726802645505,0.0471660878784727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,18
