"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.718200140615233,-0.781728863988369,-0.782132736359641,-0.273003607791145,-0.574213248230789,-0.631210995974818,0.00129517551627866,0.13020216730726,0.0111069848126574,0.0332422062651862,1,250,18
"workerid",NA,NA,NA,NA,-0.0887775066900085,-0.715471001940698,-0.693189857374643,-0.757876642298741,-0.939124272113403,-0.812381567023726,0.266400758879925,0.244673791593337,0.00302585798423241,0.116295400120907,1,250,18
NA,0.146476043192823,0.106585283986222,0.0465443781751879,0.0297754347678324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,18
"predicate_1",NA,NA,NA,NA,-0.785393761471089,-0.896803149199221,-0.710996850755978,-0.308982447329325,-0.0807569542657188,-0.646352230876459,0.00253202376565983,0.0947869111721438,0.16360675281679,0.106406934672488,2,250,18
"workerid",NA,NA,NA,NA,0.17240914649816,-0.806990610972606,-0.464506250385814,-0.812242861488885,-0.462297002215751,-0.782037435520701,0.350871168383065,0.254513330010261,0.00235536078021099,0.33299574790567,2,250,18
NA,0.210610555290232,0.322611634874571,0.0559593220455643,-0.065788912549585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,250,18
"predicate_1",NA,NA,NA,NA,-0.573043330410816,-0.782565150941359,-0.542765316428004,-0.233272564702235,-0.140621404942115,-0.730603240682263,0.00407005230632446,0.224593297152227,0.0195985477733741,0.161730507277751,3,250,18
"workerid",NA,NA,NA,NA,-0.0580875182185266,-0.310214070146621,-0.556166144693313,0.0531122099472598,-0.482253815705355,0.154911824552192,0.267910029093635,0.258723597731246,0.179753132521274,0.417870494070692,3,250,18
NA,0.0985901663691218,0.265646526749601,0.134981647787494,0.0381219517373408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,250,18
"predicate_1",NA,NA,NA,NA,-0.719054265095538,-0.794746675236318,-0.841766090497937,-0.460746522373355,-0.348723554662447,-0.552443284710538,0.00168747518376751,0.15326468880362,0.0679941446421731,0.164478759032004,4,250,18
"workerid",NA,NA,NA,NA,0.411535897307418,-0.694519601724736,-0.762460535169517,-0.723688040654791,-0.666374025903104,-0.694380132258252,0.393714219781187,0.267340268470501,0.00310517203655683,0.429117865626691,4,250,18
NA,0.304913781561291,-0.0303812443697495,-0.115552724615969,-0.235212080572202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,250,18
"predicate_1",NA,NA,NA,NA,-0.689413822993795,-0.681516733938961,-0.864147335043171,-0.0891701671884177,-0.353421352558919,-0.686085002822845,0.147174494033435,0.239468010822695,0.100515076860959,0.250959829889612,5,250,18
