"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.651365380137726,-0.860521600359678,-0.652412213145515,-0.832472819263577,-0.583400691173124,-0.866326022885034,0.0962453644756748,0.0142804450454801,0.00913167228119534,0.0118720682010974,161,200,15
"workerid",NA,NA,NA,NA,0.248100040505613,-0.895541226959062,-0.606962422462316,-0.85353813468073,-0.905717055620002,-0.606895862015425,0.299251988686126,0.215717324012994,0.00408369499437229,0.364500052625349,161,200,15
NA,0.158316470777891,0.0520741733879226,-0.0965656808571437,0.0619065097668735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,200,15
"predicate_1",NA,NA,NA,NA,-0.499006637490824,-0.649829615820566,-0.585361311934588,-0.704085968030974,-0.630431320048034,-0.884834724911277,0.111683455782402,0.00714634474235803,0.0641129738868445,0.0387221739714101,121,200,15
"workerid",NA,NA,NA,NA,0.29669978070688,-0.16852283648564,-0.408514741579114,-0.124678272476473,-0.675700436878914,-0.60877046009778,0.229364801039281,0.273845306604057,0.0278404816890525,0.411859864492784,121,200,15
NA,0.172202933482938,0.0570699906432596,-0.0386791621331935,-0.0644621895287902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,200,15
"predicate_1",NA,NA,NA,NA,-0.548141252783924,-0.64009287362523,-0.826274038564729,-0.54228608512815,-0.867539237538023,-0.827242519271448,0.0240660698118773,0.0541345158861804,0.00516472909930534,0.00704277156227393,162,200,15
"workerid",NA,NA,NA,NA,-0.250793180656725,-0.43480539774378,-0.409898075474621,-0.0361027054563065,-0.550707243188128,-0.921604350603372,0.348241241724757,0.23874743614788,0.0660816988105526,0.352396766729691,162,200,15
NA,0.149513006821935,0.266731288879976,0.0102645460497378,-0.021023292616374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,200,15
"predicate_1",NA,NA,NA,NA,-0.786435519162167,-0.832026686254814,-0.896585992637662,-0.75182583012161,-0.688080007355938,-0.701919221874323,0.00751134836655815,0.0127798631008019,0.00342734124651055,0.214772852274836,122,200,15
"workerid",NA,NA,NA,NA,0.463035064394639,-0.567226880096674,-0.731491371206845,-0.608817103593859,-0.571786604196262,-0.883018005810363,0.380435422593746,0.438793823922538,0.00895668306624126,0.561158178579284,122,200,15
NA,0.235591444120085,0.255539072025932,-0.0065487325948854,-0.00387455762040909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,200,15
"predicate_1",NA,NA,NA,NA,-0.383467567687743,-0.342038252673012,-0.888113223994665,-0.180837225088517,-0.82050930061234,-0.832268328947642,0.0527105408107407,0.0398610163446842,0.0862770888021254,0.00385412561863153,163,200,15
"workerid",NA,NA,NA,NA,0.242906414062957,-0.668818278169334,-0.488407639928983,-0.617645958947188,-0.336833298986756,-0.494581878294781,0.25061569300854,0.24834525200386,0.00521656711353149,0.372880157038554,163,200,15
NA,0.0984289179905228,0.202408280557185,0.0210976232769386,0.0712230484073439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,200,15
"predicate_1",NA,NA,NA,NA,-0.384636941855151,-0.674571197541574,-0.550916407197727,-0.650220624812113,-0.499305092279575,-0.777085590868935,0.0603508275440617,0.0153204090758704,0.00568690789386284,0.157004455458469,123,200,15
"workerid",NA,NA,NA,NA,0.25215926261882,-0.593668470075947,-0.626905151762987,-0.671577345380337,-0.777252506488617,-0.776166844034131,0.310360762871408,0.100402276223267,0.00428787751583771,0.520858422347811,123,200,15
NA,0.199937232545921,0.133418824076247,-0.063734934721968,-0.0962782754781813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,200,15
"predicate_1",NA,NA,NA,NA,-0.750530800264213,-0.887079448006112,-0.713936184774769,-0.91060478691274,-0.23737070533216,-0.827007929727331,0.00231841849834056,0.187208628267724,0.00672407660396304,0.101205344242261,164,200,15
"workerid",NA,NA,NA,NA,0.191020348637811,-0.728716029270414,-0.626803662592321,-0.830686176816868,-0.88982355081751,-0.18670060282134,0.396831984869577,0.0987874064366113,0.032094281909574,0.401247362208747,164,200,15
NA,0.136187888968329,0.201050542372555,0.0152606768253995,-0.103200758988766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,200,15
"predicate_1",NA,NA,NA,NA,-0.689907194779037,-0.874097225050348,-0.75087585921879,-0.200607105938123,-0.517657010665371,-0.841817786117436,0.00159529559570765,0.182097338474422,0.0382895212914988,0.00952781777036137,124,200,15
"workerid",NA,NA,NA,NA,0.182995892446164,-0.307060774392336,-0.491318072240779,-0.269098582904331,-0.410495052284736,-0.699239952349717,0.287322227475608,0.164559101598094,0.0127736356321975,0.418332542350774,124,200,15
NA,0.180848517313831,0.144699249948377,-0.042509911468186,0.0445612575934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,200,15
"predicate_1",NA,NA,NA,NA,-0.799722872201011,-0.510087759027218,-0.856296927503372,-0.881961454014277,-0.623530673401891,-0.835015824304416,0.0533546114607843,0.0484032754315313,0.0108501181313307,0.00753010695794487,165,200,15
"workerid",NA,NA,NA,NA,0.191144661361709,-0.543098351306093,-0.575131015322816,-0.641474695168018,-0.59834309230475,-0.883162191933907,0.39353837643727,0.134578457687981,0.00582769758150417,0.555501826052864,165,200,15
NA,0.33828979133013,0.0845774509627418,-0.136484467968435,-0.120051499010064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,200,15
"predicate_1",NA,NA,NA,NA,-0.753272441613362,-0.841168062552841,-0.820485641547285,0.404933878104135,-0.759947483042936,-0.771528699233419,0.0221847963883595,0.136987688999233,0.155901978948109,0.00628415416049842,125,200,15
"workerid",NA,NA,NA,NA,0.189163734698778,-0.576701047627332,-0.686114191934991,-0.539231545160349,-0.592707928184974,-0.716307778193253,0.358826554975058,0.199448153244713,0.00430421109658524,0.268376402836082,125,200,15
NA,0.193568930066419,0.05671948163577,-0.150984462592175,0.0226399361264649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,200,15
"predicate_1",NA,NA,NA,NA,-0.487438713405748,-0.627420753492978,-0.884529110187429,-0.308662823216925,-0.816945383985944,-0.922528298360408,0.00631492519697605,0.0532853343132205,0.0344294802887389,0.0638514184011107,41,200,15
"workerid",NA,NA,NA,NA,-0.00759689751274697,-0.515425658683519,-0.586115577635316,-0.0648714436780669,-0.369055942277865,-0.573158201649462,0.256088312170521,0.498138956802138,0.0161879361299777,0.419501455807075,41,200,15
NA,0.131568371234483,0.291959225834608,-0.00150757417711236,0.00827899612575988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,200,15
"predicate_1",NA,NA,NA,NA,-0.834338189798026,-0.507884703261699,-0.356032884559508,-0.790238863862212,-0.748155318427041,-0.697181724999327,0.0510644916764689,0.0025441891491501,0.0101368894679382,0.02622773719471,166,200,15
"workerid",NA,NA,NA,NA,0.0506788803671211,-0.184500621599994,-0.157162256926101,0.275389811094572,-0.269031226657441,-0.714541268405453,0.196637344230257,0.332014142776541,0.195923888667557,0.215884270553792,166,200,15
NA,0.081663165295496,0.138524173211891,0.00968930580801907,0.0333129976666606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,200,15
"predicate_1",NA,NA,NA,NA,-0.472772099205136,-0.927334309144974,-0.904894669237754,-0.805702785045556,-0.722829240679712,-0.716879937295653,0.0333161500575656,0.04756051511356,0.00248154895364674,0.0653114212385858,81,200,15
"workerid",NA,NA,NA,NA,0.184344077845983,-0.801081400535968,-0.232404893211318,-0.742255882448176,-0.497140085384955,-0.853139751087765,0.273263132883636,0.352965989046333,0.00313754119618656,0.293454080316073,81,200,15
NA,0.158781751319231,-0.0345620273393389,-0.0595517296890448,-0.136167173652806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,200,15
"predicate_1",NA,NA,NA,NA,-0.692378341551079,-0.792777229144842,-0.856074857158984,-0.625441352463286,-0.828833407165211,-0.804844172027341,0.00182787847420542,0.127423601162485,0.00307643566301638,0.0030537213187026,82,200,15
"workerid",NA,NA,NA,NA,0.0823609209089423,-0.79691064140579,-0.670340499227009,-0.722388997223269,-0.448287217750808,-0.308539347808907,0.308468118385626,0.125978267873282,0.00932874835351801,0.291915257838043,82,200,15
