"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.632564594117398,-0.744808735211598,-0.783814597898274,-0.58783034320422,-0.22616644187073,-0.641753964372512,0.00581708615635231,0.10641309129065,0.0041148051829628,0.0172504986835664,121,150,15
"workerid",NA,NA,NA,NA,-0.0483885000623638,-0.507142585129992,-0.478762363590652,-0.550620104177617,-0.823818726311796,-0.542782682836264,0.302176523085236,0.0897029307269538,0.0219098980297528,0.192408410343962,121,150,15
NA,0.131139389796868,0.0789053744072351,0.0316098711690575,0.0466605204964079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,150,15
"predicate_1",NA,NA,NA,NA,-0.417491959200654,-0.910710509677297,-0.875503172907197,-0.867416777112454,-0.785447622236124,-0.772003141669861,0.00979062829613185,0.140635610297358,0.00274326537196296,0.00349470259520734,81,150,15
"workerid",NA,NA,NA,NA,0.143514587149201,-0.718891045109653,-0.510729803918202,-0.601708511896037,-0.860362889012755,-0.910450519505666,0.317161239863158,0.180818736527649,0.00562999720930894,0.458016630774767,81,150,15
NA,0.330557090541117,-0.0179653696172586,-0.101997677691755,-0.0995571853966749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,150,15
"predicate_1",NA,NA,NA,NA,-0.578318961790776,-0.659334917778376,-0.925270324907397,-0.544674522667829,-0.817321087184721,-0.840905198172774,0.00434584402109495,0.197681476335458,0.0128416961859976,0.161115865288108,161,150,15
"workerid",NA,NA,NA,NA,0.167144670543658,-0.811102170177389,-0.270542071399708,-0.792703326288675,-0.789074706561057,-0.820634535738618,0.293569369922073,0.255021171632013,0.00277039222986123,0.366585839046487,161,150,15
NA,0.0968272459952583,-0.0812893635799368,0.0641616441755503,-0.102994796680099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,150,15
"predicate_1",NA,NA,NA,NA,-0.610027683230242,-0.868984021141797,-0.883479266475616,-0.785371499068859,-0.826957078951529,-0.813163392604532,0.0725144662399473,0.00592281812055788,0.00810565441596011,0.0150953832003585,1,150,15
"workerid",NA,NA,NA,NA,0.428181404704614,-0.623659687116293,-0.623195295960604,-0.622584278144059,-0.730425887193119,-0.765514806990645,0.259935513831164,0.402587787155605,0.00425656558472825,0.313971814034481,1,150,15
NA,0.281131167219776,0.157218963724272,-0.111846118670751,-0.176093838843198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,150,15
"predicate_1",NA,NA,NA,NA,-0.680155517743662,-0.764195066623258,-0.62906861917154,-0.567335650626315,-0.600924964037107,-0.881692105713648,0.00936108329723869,0.212444543096139,0.0242279268681711,0.0791346961961578,122,150,15
"workerid",NA,NA,NA,NA,-0.299945759861782,-0.777624363071276,-0.347593408963508,-0.720287381273914,-0.413712159192097,-0.619974227087243,0.33951995259461,0.114131785933808,0.00424782786957914,0.421665296698702,122,150,15
NA,0.205984324931629,-0.0729590252073219,-0.165279723606404,-0.0378316190941171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,150,15
"predicate_1",NA,NA,NA,NA,-0.205391888629924,-0.792160060843356,-0.49986844607265,-0.633123961177024,-0.730880284623502,-0.864995736775749,0.126956406919984,0.0604365355334287,0.0116601370377288,0.0200996752974736,162,150,15
"workerid",NA,NA,NA,NA,-0.109643153376942,-0.588983094840732,-0.251306221627775,-0.657714522004018,-0.824385610222049,-0.643700012842465,0.318658568849854,0.115130432574011,0.0142240318921594,0.213152137150325,162,150,15
NA,0.0421053946591572,0.0163068894710489,-0.0352721138564076,0.093845883515274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,150,15
