"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.689039489558671,-0.791347666489873,-0.787441632051371,-0.722831321981091,-0.77333694997367,-0.832054299350263,0.110866402258214,0.00562539035603707,0.118797250991709,0.00284175655018741,1,150,18
"workerid",NA,NA,NA,NA,0.242972912290507,-0.847435034570383,-0.662235428755028,-0.797030450994506,-0.607895652210783,-0.667508567026375,0.286181001023254,0.383978058187405,0.00392127962759798,0.440602563196765,1,150,18
NA,0.150366635239459,0.125796665943518,-0.0763087815079618,0.0654242868326565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,150,18
"predicate_1",NA,NA,NA,NA,-0.430904357816365,-0.852111139905496,-0.760145188147771,-0.680317981909534,-0.501350417774143,-0.762195473109374,0.0137733184502312,0.140187669477989,0.00362649604452533,0.135063912467908,2,150,18
"workerid",NA,NA,NA,NA,-0.277745529615512,-0.656385113699983,-0.483929248776614,-0.748309413532792,-0.211666455683094,-0.893900314509796,0.278606266162774,0.0845565244763394,0.00833241525398682,0.420221787599832,2,150,18
NA,0.169598148924418,0.0998705473381183,0.0195831449748079,-0.218249710072417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,150,18
"predicate_1",NA,NA,NA,NA,-0.794605567208584,-0.903989350448659,-0.668842421370558,-0.786609357600079,-0.844615531798382,-0.786337399503985,0.140983313408687,0.0030905251117937,0.0452538462390286,0.105932636327405,3,150,18
"workerid",NA,NA,NA,NA,0.233074595801797,-0.176301290915594,-0.753912809095666,0.134679892654292,-0.793428488713446,-0.452022688161861,0.271246395543549,0.395532597465985,0.100987642431158,0.335287601153198,3,150,18
NA,0.0544047310842758,0.383930628126596,0.0332473883616533,0.0697959652889531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,150,18
"predicate_1",NA,NA,NA,NA,-0.742925608163388,-0.508418576520412,-0.672975719664575,-0.672002471436971,-0.773243778265203,-0.963311639419117,0.0964618679455608,0.00383858896041423,0.105727969563863,0.229688282686457,4,150,18
"workerid",NA,NA,NA,NA,-0.218858704426072,-0.421593270239405,-0.346413476462297,0.217102197702907,-0.6694758344607,-0.82383183355323,0.234949776360225,0.395637634873326,0.0642843539029228,0.264049423585686,4,150,18
NA,0.247836052681596,0.144721218282323,0.0232582850402576,-0.0552604190109547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,150,18
"predicate_1",NA,NA,NA,NA,-0.178401533975432,-0.605404353935164,-0.744425764369293,-0.474511706992309,-0.686315204329877,-0.761870045427828,0.0264344727683293,0.169965996121317,0.00558337270714118,0.00322812929994861,5,150,18
"workerid",NA,NA,NA,NA,0.176082632515091,-0.788423048552972,-0.480319391416243,-0.82007435003917,-0.767589521228048,-0.603008830640938,0.248364157531515,0.17615622515965,0.00410175862681483,0.358130988017445,5,150,18
NA,0.098338479451752,0.00970359095009707,0.13115089497993,0.0545421511772455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,150,18
"predicate_1",NA,NA,NA,NA,-0.647154576673729,-0.672437984756015,-0.895791236453923,-0.201891912922557,-0.77296080625281,-0.893062801273069,0.00254487427487455,0.225308425070959,0.0850548932643085,0.11174613411148,6,150,18
"workerid",NA,NA,NA,NA,-0.22695992134204,-0.521693153573097,-0.573465777046192,-0.558521135979707,-0.00701106986373024,-0.864725413037344,0.13806173777287,0.357588845798655,0.00854879275799488,0.457024283608118,6,150,18
NA,0.0535509544621452,0.0797621371219703,0.0403479786613,-0.00683995536960217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,150,18
"predicate_1",NA,NA,NA,NA,-0.770552816879301,-0.881856476417361,-0.732165758662792,-0.772487028268664,-0.787624873231983,-0.852818306288729,0.00491097605926756,0.00828250481626942,0.00245281077593055,0.0145837840614152,7,150,18
"workerid",NA,NA,NA,NA,0.113811707558943,-0.273895823863175,-0.732673754614166,-0.0737854087129443,-0.818174726693775,-0.621075610189105,0.20085146665302,0.178060097688667,0.0494696652635046,0.301528653399549,7,150,18
NA,0.0543500535751803,0.195744607130626,0.159236582923919,0.0842444821543097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,150,18
"predicate_1",NA,NA,NA,NA,-0.639705388096739,-0.795348410942422,-0.531266316767175,-0.782509166571956,-0.87741128901337,-0.716170265729509,0.0893018786093517,0.0136103625689321,0.00275188836528969,0.0712419944960564,8,150,18
"workerid",NA,NA,NA,NA,0.0502625791339099,-0.766889011426232,-0.659854413567661,-0.777773982396385,-0.725359627443869,-0.653278890782334,0.271471830654967,0.212942407278343,0.00479811068222569,0.443485082677559,8,150,18
NA,0.268054710517842,0.160280443918653,-0.160158794861318,-0.198283438583981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,150,18
"predicate_1",NA,NA,NA,NA,-0.745926428575389,-0.867735834975939,-0.598103419039733,-0.796915969920645,-0.617237182895754,-0.82306254487565,0.00876852291803631,0.00535026600683906,0.002263419573065,0.00921325205047643,9,150,18
"workerid",NA,NA,NA,NA,-0.0507385009286134,0.00634761998895127,-0.664359142052593,-0.0547613971469971,-0.585503816187339,-0.541270669499646,0.334021220796886,0.163124001495872,0.0806784816898555,0.438814848207343,9,150,18
NA,0.246833378670567,0.22308624859732,-0.0627941069052995,-0.11216587218863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,150,18
"predicate_1",NA,NA,NA,NA,-0.475555612898921,-0.784022572900783,-0.906019698846531,-0.730356670163399,-0.770156498700313,-0.825500744024259,0.0305765186062394,0.108174943759437,0.00348562825396259,0.229641104762175,10,150,18
"workerid",NA,NA,NA,NA,0.0081879093884862,-0.662875592893983,-0.577351781346072,-0.754144272824171,-0.321758403030223,-0.863417680477908,0.281337422680007,0.31728906184328,0.00408200945729872,0.319021612244229,10,150,18
NA,0.190526362341507,0.149962777058105,-0.0402781674425386,-0.30460004074582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,150,18
"predicate_1",NA,NA,NA,NA,-0.340088432927223,-0.875607945566423,-0.798935013131166,-0.68742770432223,-0.671531247094546,-0.7695853535878,0.00805814450768353,0.211929327749887,0.00516637553240042,0.014237515880945,11,150,18
"workerid",NA,NA,NA,NA,-0.0787991569351281,-0.252720553266928,-0.500770292675617,0.244949263863355,-0.368830129553435,-0.416218292943935,0.236587702451695,0.448011300602524,0.119171930559524,0.393788777550473,11,150,18
NA,0.18121391367599,0.203270650825367,0.0173482076544524,-0.174016080982446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,150,18
"predicate_1",NA,NA,NA,NA,-0.538919820669467,-0.683165039313086,-0.700277371705946,-0.301199678315145,-0.181427645140627,-0.375744160534215,0.00354391101873066,0.161062790143931,0.0201880722262961,0.0620958091166658,12,150,18
"workerid",NA,NA,NA,NA,-0.0437398967273834,-0.861225236359286,-0.672213386507704,-0.853446054001009,-0.944958249369241,-0.505886368148464,0.391688582537035,0.139727537270245,0.00597985536373067,0.500380309332022,12,150,18
