"group","(Intercept)","conditionnp","conditionpp","conditionvp","cor__(Intercept).conditionnp","cor__(Intercept).conditionpp","cor__(Intercept).conditionvp","cor__conditionnp.conditionpp","cor__conditionnp.conditionvp","cor__conditionpp.conditionvp","sd__(Intercept)","sd__conditionnp","sd__conditionpp","sd__conditionvp","seed","n.participants","n.items"
"predicate_1",NA,NA,NA,NA,-0.763359363805864,-0.817027874793909,-0.656964465790229,-0.776041222343567,-0.312603606848369,-0.770016429956627,0.010834830583145,0.093029869013682,0.00594818897075827,0.0902564108196552,1,100,18
"workerid",NA,NA,NA,NA,-0.0994567188874068,-0.556205120544648,-0.570085951261273,-0.593073821000406,-0.793052270814952,-0.755707140461487,0.325606430425588,0.036253234546999,0.00773652593305361,0.361841138993376,1,100,18
NA,0.156241253433091,0.219345696446656,-0.0156788461228062,-0.0255480394957457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,18
"predicate_1",NA,NA,NA,NA,-0.68164150875556,-0.898068935556181,-0.451501733743336,-0.806107215351808,-0.549896379236909,-0.837690431983919,0.131868511153661,0.00767099230935812,0.0035374128997794,0.10755608148618,2,100,18
"workerid",NA,NA,NA,NA,0.178726011223965,-0.852424254940101,-0.517928035975382,-0.814326982188821,-0.71621078763405,-0.725042535064167,0.383982973884403,0.207299546870877,0.0046074018673717,0.540127230610035,2,100,18
NA,0.266917085935992,0.108882626253874,-0.0877134467744525,-0.0624391970381064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,18
"predicate_1",NA,NA,NA,NA,-0.799317939173952,-0.74847551308764,-0.503719516409249,-0.781279230477161,-0.714470892891281,-0.756377983019223,0.0117494156327131,0.00520137822136886,0.00455167374343652,0.128168818303546,3,100,18
"workerid",NA,NA,NA,NA,-0.0173783852061059,-0.760554817977285,-0.578076824419488,-0.763818549267734,-0.452387489157413,-0.669157229313027,0.212681041837399,0.116536489938161,0.00572342815640345,0.265976605216885,3,100,18
NA,0.167333425269723,-0.00484470316838401,-0.0429362954262194,-0.14067406318144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100,18
"predicate_1",NA,NA,NA,NA,-0.771379932257214,-0.815978236158131,-0.794142423891133,-0.767941381788462,-0.839642904809418,-0.749855645775365,0.00891635121888895,0.00885992586574884,0.00498299509207214,0.00405497484640349,4,100,18
"workerid",NA,NA,NA,NA,-0.0591571538619034,-0.538892423591267,-0.596539796892395,-0.450741603814557,-0.691351983098459,-0.690504514772824,0.124513008008306,0.402225079369209,0.0108497700312564,0.218610911609973,4,100,18
NA,-0.00746104142355897,0.173767396919449,0.0390118188562976,0.215388919850736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,100,18
"predicate_1",NA,NA,NA,NA,-0.806388609781584,-0.769511952874737,-0.856987526841828,-0.789503138069627,-0.786613208111219,-0.805250961012509,0.0137762746033614,0.00376049527002612,0.00568081634301905,0.00342895823699401,5,100,18
"workerid",NA,NA,NA,NA,0.279780450412604,-0.766761951259066,-0.562675746275929,-0.727486911711324,-0.402169428452354,-0.661859226718803,0.321225525522786,0.204960275727032,0.00352406951534514,0.51030335943975,5,100,18
NA,0.17488514798778,0.149091612764845,-0.0492333591560438,-0.0178280085195829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,18
"predicate_1",NA,NA,NA,NA,-0.686274182047889,-0.782931877588137,-0.941380412980047,-0.738771846879601,-0.831635823482671,-0.665301598043486,0.095026211232812,0.00615512069311233,0.00749283298462126,0.00939000766009461,6,100,18
"workerid",NA,NA,NA,NA,-0.431676920563999,-0.691017872211665,-0.307139554174563,-0.70701955693616,-0.815772313732148,-0.750790894951964,0.199788825812193,0.0311871641571784,0.00482226009363068,0.407332403879504,6,100,18
NA,0.254738051585982,-0.0857061919718634,-0.252251686003877,-0.0338499359371632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,100,18
"predicate_1",NA,NA,NA,NA,-0.668361330661503,-0.764465527919075,-0.840619804669344,-0.647763884894539,-0.77823770226144,-0.800739989394997,0.0123934406568213,0.00751783830683195,0.068267736541177,0.00306189284006092,7,100,18
